City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,road town,18.4167,-64.6167,28.02,78,20,5.14,VG,1698669131
362,phuthaditjhaba,-28.5242,28.8158,5.07,94,100,2.71,ZA,1698669530
363,kuanda,56.3161,116.0806,-9.35,50,12,0.99,RU,1698669530
364,owen sound,44.5672,-80.9435,3.83,94,100,4.02,CA,1698669369
365,el alto,-4.2714,-81.2147,19.81,66,100,4.22,PE,1698669530
366,pisco,-13.7,-76.2167,19.45,82,32,1.54,PE,1698669074
367,milford haven,51.7128,-5.0341,13.39,89,94,7.34,GB,1698669531
368,vilyuysk,63.7553,121.6247,-11.67,96,86,1.79,RU,1698669155
369,glace bay,46.1969,-59.957,4.88,86,75,1.54,CA,1698669408
370,lesogorsk,56.0458,99.5136,-2.82,42,0,0.89,RU,1698669531
371,papao,-17.75,-149.55,23.82,84,32,8.85,PF,1698669531
372,dryden,49.7833,-92.7503,-6.84,93,100,2.06,CA,1698669085
373,luz,-19.8014,-45.6856,29.67,55,99,1.23,BR,1698669531
374,zhigulevsk,53.3997,49.4953,2.32,74,97,4.98,RU,1698669532
375,xinqing,48.2333,129.5,1.27,85,97,1.16,CN,1698669532
376,tangalle,6.024,80.7911,26.09,82,100,2.42,LK,1698669113
377,shanhecun,44.7,127.2,4.9,28,99,1.48,CN,1698669532
378,birzebbuga,35.8258,14.5269,26.38,69,40,7.72,MT,1698669532
379,kerikeri,-35.2268,173.9474,16.62,95,96,3.86,NZ,1698669180
380,guadalupe y calvo,26.1,-106.9667,7.42,64,0,2.32,MX,1698669532
381,uturoa,-16.7333,-151.4333,25.94,81,16,7.79,PF,1698669111
382,boda,4.3189,17.4695,31.49,54,24,2.45,CF,1698669533
383,uddevalla,58.3478,11.9424,10.18,96,100,0.89,SE,1698669279
384,esmeralda,21.8525,-78.1169,26.61,84,19,1.8,CU,1698669533
385,san andres,12.5847,-81.7006,25.01,100,20,1.03,CO,1698669533
386,inarajan village,13.2736,144.7484,29.08,90,50,4.67,GU,1698669533
387,labrador city,52.9463,-66.9114,-5.05,80,75,3.09,CA,1698669095
388,selfoss,63.9331,-20.9971,1.14,68,63,2.89,IS,1698669138
389,bamnet narong,15.4992,101.6897,25.05,86,100,4.21,TH,1698669534
390,maumere,-8.6199,122.2111,27.29,78,51,1.39,ID,1698669534
391,guiuan,11.0333,125.7247,29.0,73,100,6.78,PH,1698669534
392,houlton,46.1262,-67.8403,0.23,76,100,1.54,US,1698669534
393,adrar,20.5022,-10.0711,36.29,8,2,1.37,MR,1698669166
394,gaspe,48.8334,-64.4819,1.95,64,100,3.09,CA,1698669535
395,hammerfest,70.6634,23.6821,0.25,80,75,2.57,NO,1698669535
396,allapalli,19.4167,80.0667,22.81,63,3,1.14,IN,1698669535
397,flin flon,54.7682,-101.865,-8.09,73,20,6.69,CA,1698669535
398,siwa oasis,29.2041,25.5195,28.97,32,38,3.12,EG,1698669149
399,sur,22.5667,59.5289,28.15,59,64,3.36,OM,1698669535
400,ayvacik,39.6011,26.4047,27.02,49,0,2.29,TR,1698669536
401,qamdo,31.1667,97.2333,-0.84,52,67,2.66,CN,1698669124
402,bojnurd,37.4747,57.329,19.97,52,20,10.8,IR,1698669536
403,poxoreo,-15.8372,-54.3892,36.3,33,7,2.47,BR,1698669536
404,nasir,15.5894,32.5634,36.59,25,100,1.99,SD,1698669536
405,okha,53.5739,142.9478,2.92,69,100,6.62,RU,1698669536
406,bikenibeu village,1.3673,173.1241,28.98,84,75,1.03,KI,1698669537
407,lata,40.1629,-8.3327,17.82,80,53,4.44,PT,1698669176
408,lhokseumawe,5.1801,97.1507,26.88,81,100,0.29,ID,1698669537
409,ifanadiana,-21.3,47.6333,25.55,73,93,1.48,MG,1698669537
410,peterhead,57.5058,-1.7981,8.22,63,100,7.12,GB,1698669247
411,redwood falls,44.5394,-95.1169,-5.99,86,0,4.63,US,1698669538
412,greenville,35.6127,-77.3663,18.96,97,0,3.6,US,1698669538
413,luau,-10.7073,22.2247,26.73,56,98,2.79,AO,1698669538
414,keflavik,64.0049,-22.5624,5.24,75,40,7.72,IS,1698669108
415,lerwick,60.1545,-1.1494,8.0,56,33,10.51,GB,1698669538
416,hacienda huancane,-15.8222,-70.8856,5.14,20,6,1.02,PE,1698669539
417,salaberry-de-valleyfield,45.2501,-74.1325,0.98,98,100,2.57,CA,1698669446
418,namie,37.4833,141.0,10.55,84,0,2.25,JP,1698669539
419,sarandi,-23.4436,-51.8739,23.99,83,95,4.78,BR,1698669449
420,rongelap,11.1635,166.8941,28.3,81,100,9.94,MH,1698669539
421,karagandy,49.8019,73.1021,8.97,72,100,4.33,KZ,1698669539
422,umluj,25.0213,37.2685,29.08,56,0,5.18,SA,1698669540
423,las lomitas,-24.7096,-60.593,31.33,54,100,3.73,AR,1698669540
424,nogliki,51.8333,143.1667,2.41,71,100,1.34,RU,1698669540
425,santa cruz,-17.8,-63.1667,26.7,83,75,11.32,BO,1698668869
426,usogorsk,63.4106,48.6872,-3.52,83,100,1.84,RU,1698669137
427,vila velha,-20.3297,-40.2925,28.97,58,0,6.17,BR,1698669121
428,saint-pierre,-21.3393,55.4781,28.09,65,75,5.66,RE,1698669107
429,zag,46.9441,99.165,-1.37,74,9,0.82,MN,1698669541
430,vallenar,-28.5708,-70.7581,20.69,40,100,0.91,CL,1698669541
431,namibe,-15.1961,12.1522,24.64,60,0,5.1,AO,1698669129
432,taybad,34.74,60.7756,26.03,21,62,2.37,IR,1698669541
433,canutama,-6.5339,-64.3831,33.43,45,29,0.5,BR,1698669542
434,manadhoo,5.7667,73.3833,27.27,77,100,3.27,MV,1698669081
435,muisne,0.6,-80.0333,24.66,87,100,3.11,EC,1698669542
436,kamaishi,39.2667,141.8833,12.3,84,8,1.83,JP,1698669416
437,howard springs,-12.497,131.047,29.95,76,99,3.3,AU,1698669075
438,clearwater,27.9659,-82.8001,21.71,84,0,0.89,US,1698669543
439,tual,-5.6667,132.75,27.93,83,100,7.73,ID,1698669135
440,naze,28.3667,129.4833,20.51,76,45,3.93,JP,1698669140
441,arraial do cabo,-22.9661,-42.0278,27.92,78,0,3.6,BR,1698669011
442,bata,1.8639,9.7658,28.49,74,100,2.55,GQ,1698669544
443,luganville,-15.5333,167.1667,25.21,86,43,2.59,VU,1698669544
444,labuan,5.2767,115.2417,28.2,88,20,1.03,MY,1698669544
445,freeport,40.6576,-73.5832,15.04,92,100,2.06,US,1698669545
446,ilebo,-4.3167,20.5833,31.41,58,100,0.14,CD,1698669545
447,aktau,43.65,51.2,16.32,69,0,6.13,KZ,1698669545
448,amasra,41.7463,32.3863,24.03,72,6,3.06,TR,1698669328
449,sovetsk,55.0839,21.8785,12.66,79,100,6.02,RU,1698669545
450,tosya,41.0155,34.0401,21.45,44,100,1.9,TR,1698669546
451,nar'yan-mar,67.6713,53.087,-6.61,94,100,6.71,RU,1698669059
452,fada,9.5667,8.3,32.85,25,89,2.91,NG,1698669184
453,kristiansund,63.1115,7.732,3.03,69,0,3.09,NO,1698669546
454,cartagena del chaira,1.3349,-74.8429,23.84,94,100,0.42,CO,1698669546
455,bodo,67.28,14.405,-0.68,76,0,6.17,NO,1698669547
456,alaior,39.9303,4.1404,19.86,73,20,7.72,ES,1698669547
457,motygino,58.1831,94.7592,-7.34,75,6,0.45,RU,1698669547
458,bereket,39.2446,55.5154,25.09,38,21,6.41,TM,1698669547
459,plastun,44.7561,136.2939,7.46,56,77,2.03,RU,1698669548
460,daru,-9.0763,143.2092,25.06,85,100,6.83,PG,1698669548
461,jayapura,-2.5333,140.7,26.66,89,98,1.97,ID,1698669102
462,midland,31.9974,-102.0779,1.37,61,100,8.75,US,1698669548
463,s'arenal,39.5,2.75,22.57,72,40,9.26,ES,1698669549
464,gebre guracha,9.8,38.4,18.12,60,98,1.02,ET,1698669549
465,camiri,-20.05,-63.5167,24.88,78,5,0.0,BO,1698669549
466,buchanan,5.8808,-10.0467,28.85,70,39,2.05,LR,1698669550
467,hamilton,39.1834,-84.5333,7.77,94,100,5.66,US,1698669550
468,hobyo,5.3505,48.5268,26.46,73,100,5.2,SO,1698669550
469,belogorsk,50.9158,128.4611,-3.17,54,9,3.21,RU,1698669551
470,figuig (centre),32.1089,-1.2286,26.66,22,100,3.14,MA,1698669551
471,nova olimpia,-14.7972,-57.2881,35.23,36,68,2.28,BR,1698669551
472,olovyannaya,50.95,115.5667,-2.73,30,100,0.72,RU,1698669551
473,morondava,-20.2833,44.2833,28.19,59,0,10.37,MG,1698669104
474,happy valley-goose bay,53.3168,-60.3315,-3.83,74,20,4.63,CA,1698669163
475,kalmunai,7.4167,81.8167,27.21,75,37,1.68,LK,1698669552
476,tabou,4.423,-7.3528,28.96,68,18,3.65,CI,1698669552
477,miracema do tocantins,-9.5618,-48.3967,38.46,20,2,1.63,BR,1698669058
478,el granada,37.5027,-122.4694,14.99,62,40,2.06,US,1698669552
479,borzna,51.2546,32.4269,15.42,60,100,6.59,UA,1698669553
480,iskateley,67.6803,53.1512,-6.66,94,100,6.71,RU,1698669154
481,sao felix do xingu,-6.6447,-51.995,34.27,40,5,2.01,BR,1698669553
482,cabedelo,-6.9811,-34.8339,29.37,63,88,6.91,BR,1698669168
483,polyarnyy,69.1989,33.4478,-4.44,94,100,7.12,RU,1698669150
484,beloyarskiy,63.7119,66.6722,-8.89,83,41,2.24,RU,1698669554
485,rafah,31.287,34.2595,29.73,40,64,3.1,PS,1698669554
486,nabire,-3.3667,135.4833,24.89,91,100,1.48,ID,1698669108
487,kayangel,8.0823,134.7173,28.77,73,16,2.38,PW,1698669554
488,chauk,20.8833,94.8167,27.22,68,69,3.02,MM,1698669554
489,slave lake,55.2834,-114.769,-5.01,86,100,0.0,CA,1698669555
490,alta gracia,-31.6529,-64.4283,13.64,62,100,5.55,AR,1698669555
491,north perth,43.7251,-80.9672,3.3,92,100,2.45,CA,1698669555
492,dhromolaxia,34.8755,33.5868,31.58,70,0,3.13,CY,1698669555
493,hanceville,34.0607,-86.7675,19.75,83,100,4.22,US,1698669555
494,westhill,57.1526,-2.2797,7.69,71,100,3.09,GB,1698669556
495,marksville,31.128,-92.0662,13.25,76,100,7.14,US,1698669561
496,vuktyl,63.8567,57.3094,-7.16,70,100,4.47,RU,1698669110
497,la gi,10.6667,107.7833,27.13,85,100,4.17,VN,1698669562
498,tannum sands,-23.9504,151.3693,21.94,64,5,2.06,AU,1698669562
499,abadeh,31.1608,52.6506,20.78,19,90,4.1,IR,1698669562
500,coquimbo,-29.9533,-71.3436,15.85,72,0,1.03,CL,1698669012
501,fortuna,40.5982,-124.1573,6.51,81,0,0.0,US,1698669563
502,talara,-4.5772,-81.2719,21.42,83,0,7.2,PE,1698669563
503,lazaro cardenas,17.9583,-102.2,24.89,88,13,1.73,MX,1698669563
504,manzini,-26.25,31.5,14.62,59,100,3.94,SZ,1698669563
505,idil,37.3411,41.8895,27.96,18,0,1.54,TR,1698669563
506,prata,-19.3072,-48.9242,32.91,41,54,3.39,BR,1698669563
507,san antonio de pale,-1.4014,5.6325,26.41,85,84,5.74,GQ,1698669016
508,darwin,-12.4611,130.8418,29.99,71,75,4.12,AU,1698669564
509,bengkulu,-3.8004,102.2655,23.74,94,9,2.67,ID,1698669094
510,filadelfia,39.9523,-75.1638,14.05,94,100,2.06,US,1698669351
511,haiku-pauwela,20.9219,-156.3051,24.47,81,0,1.54,US,1698669173
512,veinticinco de mayo,-35.4323,-60.1727,13.88,54,45,4.02,AR,1698669565
513,midvagur,62.0511,-7.1939,5.46,70,20,2.57,FO,1698669565
514,santa marta,11.2408,-74.199,27.16,77,20,1.79,CO,1698669129
515,beroroha,-21.6667,45.1667,38.1,16,31,4.43,MG,1698669566
516,rabaul,-4.1967,152.1721,25.58,89,97,6.64,PG,1698669566
517,al minya,28.1099,30.7503,33.03,30,0,3.92,EG,1698669566
518,riosucio,5.4216,-75.7032,14.21,95,100,0.4,CO,1698669566
519,piedmont,37.8244,-122.2316,14.49,49,40,1.54,US,1698669567
520,leninskoye,41.7589,69.3864,20.34,35,100,1.74,KZ,1698669567
521,salalah,17.0151,54.0924,30.05,58,20,3.6,OM,1698669567
522,tobelo,1.7284,128.0095,27.02,77,100,0.91,ID,1698669567
523,khandyga,62.6667,135.6,-8.94,96,100,1.97,RU,1698669105
524,noumea,-22.2763,166.4572,17.99,62,85,2.27,NC,1698669553
525,dazhou,31.2159,107.5009,19.72,68,100,0.83,CN,1698669568
526,bel ombre,-4.6167,55.4167,28.91,70,20,2.57,SC,1698669101
527,ceerigaabo,10.6162,47.368,21.55,50,20,0.79,SO,1698669568
528,es castell,39.8795,4.2854,20.38,73,20,7.72,ES,1698669569
529,velingrad,42.0272,23.9957,20.49,31,0,1.79,BG,1698669570
530,memmingen,47.9837,10.1853,13.68,79,0,3.09,DE,1698669570
531,tandil,-37.3217,-59.1332,11.49,29,93,6.45,AR,1698669570
532,mejit,10.2753,170.8646,27.93,82,100,9.85,MH,1698669091
533,sitka,57.0531,-135.33,8.94,71,100,6.17,US,1698669085
534,rumonge,-3.9736,29.4386,27.83,64,98,2.05,BI,1698669571
535,tafuna,-14.3358,-170.72,26.97,89,75,5.66,AS,1698669571
536,sandakan,5.8402,118.1179,28.82,83,40,2.68,MY,1698669572
537,laguna,38.421,-121.4238,11.16,76,0,0.0,US,1698669096
538,beau vallon,-20.4189,57.6953,28.13,65,40,4.63,MU,1698669572
539,subaykhan,34.8544,40.6083,30.18,24,100,2.58,SY,1698669572
540,oral,51.2333,51.3667,3.99,75,100,6.0,KZ,1698669572
541,yambio,4.5721,28.3955,27.55,73,85,2.64,SS,1698669573
542,vorkuta,67.5,64.0,-19.1,99,100,1.7,RU,1698669573
543,makinsk,52.6292,70.4169,3.25,97,100,4.75,KZ,1698669573
544,annaba,36.9,7.7667,34.98,14,75,5.66,DZ,1698669573
545,caister-on-sea,52.6481,1.7265,15.79,75,100,3.62,GB,1698669574
546,ondjiva,-17.0667,15.7333,38.42,6,2,4.32,AO,1698669574
547,aginskoye,51.1,114.53,-4.5,64,100,2.14,RU,1698669574
548,ambalangoda,6.2355,80.0538,26.1,83,100,2.05,LK,1698669574
549,winnemucca,40.973,-117.7357,-10.97,67,0,0.0,US,1698669575
550,concepcion del oro,24.6333,-101.4167,13.38,83,36,4.42,MX,1698669575
551,minas de marcona,-15.2119,-75.1103,16.48,75,49,5.96,PE,1698669112
552,emerald,-23.5333,148.1667,22.41,46,10,6.8,AU,1698669118
553,fale old settlement,-9.3852,-171.2468,28.61,76,8,6.92,TK,1698669575
554,dabrowa bialostocka,53.6536,23.3479,15.88,67,11,4.83,PL,1698669576
555,burang,30.25,81.1667,1.7,82,85,2.37,CN,1698669095
556,maryborough,-25.5333,152.7,17.84,79,7,1.47,AU,1698669576
557,palmer,42.1584,-72.3287,9.36,84,100,1.54,US,1698668727
558,manta,-0.95,-80.7333,24.88,78,100,2.57,EC,1698669576
559,isfana,39.8386,69.5306,16.31,41,100,0.6,KG,1698669577
560,dogansehir,38.0919,37.8789,21.59,35,100,1.64,TR,1698669577
561,yaren,-0.5472,166.916,28.48,67,99,1.69,NR,1698669577
562,mount gambier,-37.8333,140.7667,8.49,80,73,5.79,AU,1698668929
563,nikolayevsk-on-amure,53.1406,140.73,1.29,84,100,1.83,RU,1698669062
564,muynoq,43.7683,59.0214,12.39,80,100,4.36,UZ,1698669577
565,basse-terre,16.1667,-61.6667,29.22,79,20,3.6,GP,1698669578
566,mirpur sakro,24.5474,67.6277,29.96,42,21,5.31,PK,1698669578
567,matoury,4.8483,-52.3317,31.98,66,40,5.14,GF,1698669578
568,belmonte,-15.8631,-38.8828,27.75,56,78,4.32,BR,1698669579
569,zaki biam,7.5167,9.6167,35.73,41,100,1.46,NG,1698669579
570,ryotsu-minato,38.0833,138.4333,15.39,75,71,2.13,JP,1698669579
571,west bay,19.3667,-81.4167,27.04,82,20,2.57,KY,1698669579
572,ola,59.5833,151.2833,-2.34,66,6,2.29,RU,1698669580
573,ciudad insurgentes,25.2625,-111.7753,19.97,79,0,2.45,MX,1698669580
574,siguiri,11.6667,-9.5,35.85,30,73,1.48,GN,1698669407
575,safotu,-13.4513,-172.4018,27.35,83,69,7.27,WS,1698669580
576,tyuratam,45.6507,63.3156,13.35,63,100,5.41,KZ,1698669581
577,hiji,33.3667,131.5333,15.94,71,0,1.72,JP,1698669581
578,kailua-kona,19.6406,-155.9956,24.77,79,0,3.13,US,1698669044
579,san miguel,13.4833,-88.1833,23.06,98,98,0.85,SV,1698669581
580,monte santo,-10.4378,-39.3328,29.9,32,51,3.27,BR,1698669582
581,capo d'orlando,38.1435,14.7305,27.12,50,12,2.24,IT,1698669582
582,somerset,40.5668,-74.5496,13.39,90,100,0.45,US,1698669582
583,melekeok village,7.4957,134.6367,26.31,94,40,1.54,PW,1698669582
584,kazan,55.7887,49.1221,0.41,90,100,3.13,RU,1698669583
585,kamennomostskiy,44.2983,40.1856,18.5,50,0,1.59,RU,1698669583
586,katsuren-haebaru,26.3369,127.8719,24.01,73,0,2.57,JP,1698669583
587,inhambane,-23.865,35.3833,21.99,64,75,9.26,MZ,1698669097
588,lionel town,17.8101,-77.2406,28.94,73,80,1.51,JM,1698669583
589,callao,-12.0667,-77.15,20.4,88,100,3.6,PE,1698669583
590,quellon,-43.1167,-73.6167,7.16,75,54,2.19,CL,1698669060
591,iwaki,37.05,140.8833,9.87,77,1,2.0,JP,1698669584
592,iho,5.5667,7.1,29.46,68,100,1.43,NG,1698669586
593,bandarbeyla,9.4942,50.8122,27.78,72,9,4.39,SO,1698669146
594,belyy yar,53.6039,91.3903,-2.06,69,100,2.0,RU,1698669587
